support,itemsets,length
0.11463414634146342,"frozenset({'yellowing of eyes', 'abdominal pain'})",2
0.11463414634146342,frozenset({'cough'}),1
0.11341463414634147,"frozenset({'yellowing of eyes', 'vomiting'})",2
0.11219512195121951,"frozenset({'chills', 'fatigue'})",2
0.11219512195121951,"frozenset({'headache', 'fatigue'})",2
0.11219512195121951,"frozenset({'nausea', 'headache'})",2
0.11219512195121951,"frozenset({'high fever', 'headache'})",2
0.11219512195121951,"frozenset({'fatigue', 'yellowing of eyes'})",2
0.11219512195121951,"frozenset({'high fever', 'malaise'})",2
0.11219512195121951,"frozenset({'fatigue', 'abdominal pain'})",2
0.11097560975609756,"frozenset({'dark urine', 'abdominal pain'})",2
0.11097560975609756,"frozenset({'nausea', 'abdominal pain'})",2
0.11097560975609756,"frozenset({'nausea', 'yellowing of eyes'})",2
0.10975609756097561,"frozenset({'yellowing of eyes', 'vomiting', 'loss of appetite'})",3
0.10975609756097561,"frozenset({'yellowish skin', 'nausea'})",2
0.10975609756097561,"frozenset({'yellowish skin', 'fatigue'})",2
0.10975609756097561,"frozenset({'yellowing of eyes', 'abdominal pain', 'loss of appetite'})",3
0.10975609756097561,"frozenset({'yellowish skin', 'dark urine'})",2
0.10853658536585366,"frozenset({'yellowing of eyes', 'yellowish skin', 'abdominal pain'})",3
0.10853658536585366,"frozenset({'fatigue', 'yellowing of eyes', 'loss of appetite'})",3
0.1073170731707317,"frozenset({'chills', 'fatigue', 'high fever'})",3
0.1073170731707317,"frozenset({'nausea', 'vomiting', 'loss of appetite'})",3
0.10609756097560975,"frozenset({'yellowish skin', 'abdominal pain', 'loss of appetite'})",3
0.10609756097560975,"frozenset({'nausea', 'headache', 'vomiting'})",3
0.10609756097560975,"frozenset({'nausea', 'fatigue', 'vomiting'})",3
0.10609756097560975,"frozenset({'high fever', 'fatigue', 'vomiting'})",3
0.10609756097560975,"frozenset({'nausea', 'yellowing of eyes', 'loss of appetite'})",3
0.10609756097560975,"frozenset({'high fever', 'malaise', 'fatigue'})",3
0.1048780487804878,"frozenset({'yellowish skin', 'nausea', 'loss of appetite'})",3
0.1048780487804878,"frozenset({'yellowish skin', 'dark urine', 'abdominal pain'})",3
0.1048780487804878,"frozenset({'vomiting', 'abdominal pain', 'loss of appetite'})",3
0.1048780487804878,"frozenset({'vomiting', 'nausea', 'abdominal pain'})",3
0.1048780487804878,"frozenset({'yellowish skin', 'nausea', 'yellowing of eyes'})",3
0.09634146341463415,frozenset({'muscle pain'}),1
0.09634146341463415,frozenset({'irritability'}),1
0.09390243902439024,frozenset({'excessive hunger'}),1
0.09390243902439024,"frozenset({'malaise', 'loss of appetite'})",2
0.09268292682926829,frozenset({'weight loss'}),1
0.09268292682926829,frozenset({'lethargy'}),1
0.09146341463414634,"frozenset({'cough', 'chest pain'})",2
0.09146341463414634,"frozenset({'high fever', 'loss of appetite'})",2
0.09146341463414634,frozenset({'breathlessness'}),1
0.09146341463414634,"frozenset({'dark urine', 'yellowing of eyes'})",2
0.09024390243902439,"frozenset({'joint pain', 'loss of appetite'})",2
0.09024390243902439,"frozenset({'high fever', 'nausea'})",2
0.09024390243902439,"frozenset({'chills', 'headache'})",2
0.08902439024390243,"frozenset({'chills', 'malaise'})",2
0.08902439024390243,"frozenset({'nausea', 'joint pain'})",2
0.08902439024390243,"frozenset({'chills', 'vomiting'})",2
0.08902439024390243,"frozenset({'malaise', 'fatigue', 'loss of appetite'})",3
0.08902439024390243,"frozenset({'dark urine', 'loss of appetite'})",2
0.08780487804878048,"frozenset({'dark urine', 'vomiting'})",2
0.08780487804878048,"frozenset({'yellowing of eyes', 'dark urine', 'abdominal pain'})",3
0.08780487804878048,"frozenset({'fatigue', 'sweating'})",2
0.08780487804878048,"frozenset({'dark urine', 'yellowing of eyes', 'loss of appetite'})",3
0.08780487804878048,"frozenset({'weight loss', 'fatigue'})",2
0.08780487804878048,"frozenset({'dark urine', 'fatigue'})",2
0.08780487804878048,"frozenset({'joint pain', 'vomiting'})",2
0.08658536585365853,"frozenset({'high fever', 'fatigue', 'loss of appetite'})",3
0.08658536585365853,"frozenset({'lethargy', 'fatigue'})",2
0.08658536585365853,"frozenset({'yellowish skin', 'dark urine', 'yellowing of eyes'})",3
0.08658536585365853,"frozenset({'high fever', 'headache', 'fatigue'})",3
0.08658536585365853,"frozenset({'high fever', 'cough'})",2
0.08658536585365853,"frozenset({'fatigue', 'vomiting', 'loss of appetite'})",3
0.08658536585365853,"frozenset({'nausea', 'joint pain', 'loss of appetite'})",3
0.08658536585365853,"frozenset({'nausea', 'fatigue', 'loss of appetite'})",3
0.08658536585365853,"frozenset({'chills', 'headache', 'high fever'})",3
0.08658536585365853,"frozenset({'yellowing of eyes', 'vomiting', 'abdominal pain'})",3
0.08658536585365853,"frozenset({'yellowing of eyes', 'nausea', 'abdominal pain'})",3
0.08536585365853659,"frozenset({'yellowing of eyes', 'nausea', 'vomiting'})",3
0.08536585365853659,"frozenset({'diarrhoea', 'vomiting'})",2
0.08536585365853659,"frozenset({'nausea', 'abdominal pain', 'loss of appetite'})",3
0.08536585365853659,"frozenset({'chills', 'high fever', 'vomiting'})",3
0.08536585365853659,"frozenset({'sweating', 'vomiting'})",2
0.08536585365853659,"frozenset({'high fever', 'nausea', 'vomiting'})",3
0.08536585365853659,"frozenset({'fatigue', 'cough'})",2
0.08536585365853659,"frozenset({'dark urine', 'abdominal pain', 'loss of appetite'})",3
0.08536585365853659,"frozenset({'yellowing of eyes', 'yellowish skin', 'vomiting'})",3
0.08536585365853659,"frozenset({'vomiting', 'fatigue', 'abdominal pain'})",3
0.08536585365853659,"frozenset({'joint pain', 'vomiting', 'loss of appetite'})",3
0.08414634146341464,"frozenset({'yellowish skin', 'nausea', 'abdominal pain'})",3
0.08414634146341464,"frozenset({'yellowish skin', 'fatigue', 'abdominal pain'})",3
0.08414634146341464,"frozenset({'chills', 'malaise', 'high fever'})",3
0.08414634146341464,"frozenset({'yellowish skin', 'vomiting', 'loss of appetite'})",3
0.08414634146341464,"frozenset({'yellowish skin', 'fatigue', 'yellowing of eyes'})",3
0.08414634146341464,"frozenset({'yellowish skin', 'dark urine', 'loss of appetite'})",3
0.08414634146341464,"frozenset({'nausea', 'joint pain', 'vomiting'})",3
0.08414634146341464,"frozenset({'yellowish skin', 'fatigue', 'loss of appetite'})",3
0.08414634146341464,"frozenset({'chills', 'malaise', 'fatigue'})",3
0.08414634146341464,"frozenset({'vomiting', 'dark urine', 'abdominal pain'})",3
0.08414634146341464,"frozenset({'dark urine', 'fatigue', 'abdominal pain'})",3
0.08292682926829269,"frozenset({'yellowish skin', 'nausea', 'vomiting'})",3
0.08292682926829269,"frozenset({'yellowish skin', 'dark urine', 'fatigue'})",3
0.08292682926829269,"frozenset({'yellowish skin', 'dark urine', 'vomiting'})",3
0.08048780487804878,"frozenset({'high fever', 'fatigue', 'cough'})",3
0.07195121951219512,frozenset({'mild fever'}),1
0.07195121951219512,"frozenset({'phlegm', 'chest pain'})",2
0.07195121951219512,frozenset({'phlegm'}),1
0.07073170731707316,frozenset({'swelled lymph nodes'}),1
0.07073170731707316,"frozenset({'malaise', 'chest pain'})",2
0.06951219512195123,frozenset({'blurred and distorted vision'}),1
0.06951219512195123,"frozenset({'excessive hunger', 'irritability'})",2
0.06951219512195123,"frozenset({'swelled lymph nodes', 'malaise'})",2
0.06951219512195123,"frozenset({'headache', 'muscle pain'})",2
0.06951219512195123,"frozenset({'phlegm', 'malaise', 'chest pain'})",3
0.06951219512195123,"frozenset({'high fever', 'chest pain'})",2
0.06951219512195123,"frozenset({'chills', 'chest pain'})",2
0.06951219512195123,frozenset({'loss of balance'}),1
0.06951219512195123,"frozenset({'mild fever', 'loss of appetite'})",2
0.06951219512195123,"frozenset({'phlegm', 'malaise'})",2
0.06951219512195123,"frozenset({'nausea', 'muscle pain'})",2
0.06951219512195123,"frozenset({'fatigue', 'chest pain'})",2
0.06829268292682927,"frozenset({'high fever', 'phlegm', 'chest pain'})",3
0.06829268292682927,"frozenset({'muscle pain', 'vomiting'})",2
0.06829268292682927,"frozenset({'high fever', 'phlegm'})",2
0.06829268292682927,"frozenset({'chills', 'phlegm', 'chest pain'})",3
0.06829268292682927,"frozenset({'irritability', 'fatigue'})",2
0.06829268292682927,"frozenset({'chills', 'nausea'})",2
0.06829268292682927,"frozenset({'joint pain', 'yellowing of eyes'})",2
0.06829268292682927,"frozenset({'phlegm', 'cough'})",2
0.06829268292682927,"frozenset({'chills', 'phlegm'})",2
0.06829268292682927,"frozenset({'high fever', 'muscle pain'})",2
0.06829268292682927,"frozenset({'chills', 'muscle pain'})",2
0.06829268292682927,"frozenset({'high fever', 'abdominal pain'})",2
0.06829268292682927,"frozenset({'phlegm', 'cough', 'chest pain'})",3
0.06829268292682927,frozenset({'dizziness'}),1
0.06829268292682927,"frozenset({'phlegm', 'fatigue'})",2
0.06829268292682927,"frozenset({'phlegm', 'fatigue', 'chest pain'})",3
0.06829268292682927,"frozenset({'malaise', 'headache'})",2
0.06707317073170732,"frozenset({'swelled lymph nodes', 'high fever'})",2
0.06707317073170732,"frozenset({'excessive hunger', 'blurred and distorted vision'})",2
0.06707317073170732,"frozenset({'high fever', 'malaise', 'loss of appetite'})",3
0.06707317073170732,"frozenset({'breathlessness', 'chest pain'})",2
0.06707317073170732,"frozenset({'swelled lymph nodes', 'fatigue'})",2
0.06707317073170732,"frozenset({'malaise', 'cough'})",2
0.06707317073170732,"frozenset({'sweating', 'chest pain'})",2
0.06707317073170732,"frozenset({'excessive hunger', 'fatigue'})",2
0.06707317073170732,"frozenset({'chills', 'malaise', 'chest pain'})",3
0.06707317073170732,"frozenset({'joint pain', 'abdominal pain'})",2
0.06707317073170732,"frozenset({'malaise', 'fatigue', 'chest pain'})",3
0.06707317073170732,"frozenset({'high fever', 'malaise', 'chest pain'})",3
0.06707317073170732,"frozenset({'malaise', 'cough', 'chest pain'})",3
0.06585365853658537,"frozenset({'abdominal pain', 'itching'})",2
0.06585365853658537,"frozenset({'high fever', 'headache', 'muscle pain'})",3
0.06585365853658537,"frozenset({'yellowish skin', 'itching'})",2
0.06585365853658537,"frozenset({'swelled lymph nodes', 'malaise', 'fatigue'})",3
0.06585365853658537,"frozenset({'nausea', 'dark urine'})",2
0.06585365853658537,"frozenset({'nausea', 'chills', 'headache'})",3
0.06585365853658537,"frozenset({'phlegm', 'malaise', 'cough'})",3
0.06585365853658537,"frozenset({'yellowing of eyes', 'fatigue', 'abdominal pain'})",3
0.06585365853658537,"frozenset({'nausea', 'high fever', 'headache'})",3
0.06585365853658537,"frozenset({'chills', 'cough'})",2
0.06585365853658537,"frozenset({'high fever', 'cough', 'chest pain'})",3
0.06585365853658537,"frozenset({'chills', 'sweating'})",2
0.06585365853658537,"frozenset({'yellowing of eyes', 'joint pain', 'abdominal pain'})",3
0.06585365853658537,"frozenset({'fatigue', 'cough', 'chest pain'})",3
0.06585365853658537,"frozenset({'chills', 'cough', 'chest pain'})",3
0.06585365853658537,"frozenset({'chills', 'fatigue', 'chest pain'})",3
0.06585365853658537,"frozenset({'chills', 'high fever', 'chest pain'})",3
0.06585365853658537,"frozenset({'chills', 'nausea', 'high fever'})",3
0.06585365853658537,"frozenset({'phlegm', 'malaise', 'fatigue'})",3
0.06585365853658537,"frozenset({'high fever', 'sweating'})",2
0.06585365853658537,"frozenset({'chills', 'headache', 'muscle pain'})",3
0.06585365853658537,"frozenset({'high fever', 'vomiting', 'loss of appetite'})",3
0.06585365853658537,"frozenset({'chills', 'phlegm', 'malaise'})",3
0.06585365853658537,"frozenset({'nausea', 'headache', 'fatigue'})",3
0.06585365853658537,"frozenset({'yellowish skin', 'joint pain'})",2
0.06585365853658537,"frozenset({'nausea', 'muscle pain', 'vomiting'})",3
0.06585365853658537,"frozenset({'joint pain', 'yellowing of eyes', 'loss of appetite'})",3
0.06585365853658537,"frozenset({'high fever', 'fatigue', 'abdominal pain'})",3
0.06585365853658537,"frozenset({'breathlessness', 'high fever'})",2
0.06585365853658537,"frozenset({'high fever', 'nausea', 'fatigue'})",3
0.06585365853658537,"frozenset({'itching', 'loss of appetite'})",2
0.06585365853658537,"frozenset({'swelled lymph nodes', 'high fever', 'malaise'})",3
0.06585365853658537,"frozenset({'chills', 'headache', 'fatigue'})",3
0.06585365853658537,"frozenset({'dark urine', 'joint pain'})",2
0.06585365853658537,"frozenset({'fatigue', 'joint pain'})",2
0.06585365853658537,"frozenset({'high fever', 'fatigue', 'chest pain'})",3
0.06585365853658537,"frozenset({'high fever', 'phlegm', 'malaise'})",3
0.06585365853658537,"frozenset({'fatigue', 'itching'})",2
0.06463414634146342,"frozenset({'dark urine', 'fatigue', 'yellowing of eyes'})",3
0.06463414634146342,"frozenset({'nausea', 'joint pain', 'yellowing of eyes'})",3
0.06463414634146342,"frozenset({'yellowing of eyes', 'dark urine', 'vomiting'})",3
0.06463414634146342,"frozenset({'chills', 'phlegm', 'fatigue'})",3
0.06463414634146342,"frozenset({'chills', 'fatigue', 'vomiting'})",3
0.06463414634146342,"frozenset({'nausea', 'dark urine', 'yellowing of eyes'})",3
0.06463414634146342,"frozenset({'dark urine', 'joint pain', 'yellowing of eyes'})",3
0.06463414634146342,"frozenset({'vomiting', 'chest pain'})",2
0.06463414634146342,"frozenset({'breathlessness', 'fatigue'})",2
0.06463414634146342,"frozenset({'vomiting', 'fatigue', 'yellowing of eyes'})",3
0.06463414634146342,"frozenset({'chills', 'headache', 'vomiting'})",3
0.06463414634146342,"frozenset({'malaise', 'high fever', 'headache'})",3
0.06463414634146342,"frozenset({'breathlessness', 'cough'})",2
0.06463414634146342,"frozenset({'yellowing of eyes', 'joint pain', 'vomiting'})",3
0.06463414634146342,"frozenset({'high fever', 'headache', 'vomiting'})",3
0.06463414634146342,"frozenset({'chills', 'muscle pain', 'high fever'})",3
0.06463414634146342,"frozenset({'yellowish skin', 'joint pain', 'yellowing of eyes'})",3
0.06463414634146342,"frozenset({'chills', 'phlegm', 'cough'})",3
0.06463414634146342,"frozenset({'joint pain', 'abdominal pain', 'loss of appetite'})",3
0.06463414634146342,"frozenset({'high fever', 'phlegm', 'fatigue'})",3
0.06463414634146342,"frozenset({'diarrhoea', 'nausea'})",2
0.06463414634146342,"frozenset({'chills', 'phlegm', 'high fever'})",3
0.06463414634146342,"frozenset({'phlegm', 'fatigue', 'cough'})",3
0.06463414634146342,"frozenset({'malaise', 'headache', 'fatigue'})",3
0.06463414634146342,"frozenset({'high fever', 'phlegm', 'cough'})",3
0.06463414634146342,"frozenset({'vomiting', 'high fever', 'abdominal pain'})",3
0.06463414634146342,"frozenset({'nausea', 'fatigue', 'abdominal pain'})",3
0.06463414634146342,"frozenset({'fatigue', 'abdominal pain', 'loss of appetite'})",3
0.06463414634146342,"frozenset({'chills', 'nausea', 'vomiting'})",3
0.06463414634146342,"frozenset({'headache', 'fatigue', 'vomiting'})",3
0.06463414634146342,"frozenset({'fatigue', 'joint pain', 'loss of appetite'})",3
0.06341463414634146,"frozenset({'high fever', 'malaise', 'cough'})",3
0.06341463414634146,"frozenset({'yellowish skin', 'joint pain', 'loss of appetite'})",3
0.06341463414634146,"frozenset({'fatigue', 'nausea', 'joint pain'})",3
0.06341463414634146,"frozenset({'swelled lymph nodes', 'high fever', 'fatigue'})",3
0.06341463414634146,"frozenset({'high fever', 'skin rash'})",2
0.06341463414634146,"frozenset({'malaise', 'fatigue', 'cough'})",3
0.06341463414634146,"frozenset({'dark urine', 'vomiting', 'loss of appetite'})",3
0.06341463414634146,"frozenset({'yellowish skin', 'joint pain', 'abdominal pain'})",3
0.06341463414634146,"frozenset({'breathlessness', 'sweating'})",2
0.06341463414634146,"frozenset({'chills', 'malaise', 'cough'})",3
0.06341463414634146,"frozenset({'nausea', 'dark urine', 'loss of appetite'})",3
0.06341463414634146,"frozenset({'dark urine', 'joint pain', 'loss of appetite'})",3
0.06341463414634146,"frozenset({'dark urine', 'fatigue', 'loss of appetite'})",3
0.06341463414634146,"frozenset({'nausea', 'dark urine', 'abdominal pain'})",3
0.06341463414634146,"frozenset({'dark urine', 'joint pain', 'abdominal pain'})",3
0.06341463414634146,"frozenset({'nausea', 'joint pain', 'abdominal pain'})",3
0.06341463414634146,"frozenset({'vomiting', 'joint pain', 'abdominal pain'})",3
0.06219512195121951,"frozenset({'itching', 'skin rash'})",2
0.06219512195121951,"frozenset({'nausea', 'dark urine', 'vomiting'})",3
0.06219512195121951,"frozenset({'fatigue', 'joint pain', 'vomiting'})",3
0.06219512195121951,"frozenset({'chills', 'high fever', 'cough'})",3
0.06219512195121951,"frozenset({'nausea', 'fatigue', 'yellowing of eyes'})",3
0.06219512195121951,"frozenset({'yellowish skin', 'nausea', 'fatigue'})",3
0.06219512195121951,"frozenset({'chills', 'fatigue', 'cough'})",3
0.06219512195121951,"frozenset({'yellowish skin', 'nausea', 'dark urine'})",3
0.06219512195121951,"frozenset({'yellowish skin', 'abdominal pain', 'itching'})",3
0.06219512195121951,"frozenset({'dark urine', 'fatigue', 'vomiting'})",3
0.06219512195121951,"frozenset({'yellowish skin', 'fatigue', 'vomiting'})",3
0.06219512195121951,"frozenset({'nausea', 'dark urine', 'joint pain'})",3
0.06219512195121951,"frozenset({'breathlessness', 'sweating', 'chest pain'})",3
0.06219512195121951,"frozenset({'chills', 'high fever', 'sweating'})",3
0.06219512195121951,"frozenset({'yellowish skin', 'joint pain', 'vomiting'})",3
0.06219512195121951,"frozenset({'yellowish skin', 'dark urine', 'joint pain'})",3
0.06219512195121951,"frozenset({'dark urine', 'joint pain', 'vomiting'})",3
0.06219512195121951,"frozenset({'yellowish skin', 'nausea', 'joint pain'})",3
0.06097560975609756,"frozenset({'diarrhoea', 'nausea', 'vomiting'})",3
0.06097560975609756,"frozenset({'breathlessness', 'high fever', 'cough'})",3
0.06097560975609756,"frozenset({'breathlessness', 'high fever', 'fatigue'})",3
0.05975609756097561,"frozenset({'breathlessness', 'fatigue', 'cough'})",3
0.04878048780487805,"frozenset({'abnormal menstruation', 'irritability'})",2
0.04878048780487805,frozenset({'abnormal menstruation'}),1
0.04878048780487805,"frozenset({'mild fever', 'yellowing of eyes'})",2
0.04878048780487805,"frozenset({'malaise', 'yellowing of eyes'})",2
0.0475609756097561,"frozenset({'swelled lymph nodes', 'phlegm'})",2
0.0475609756097561,"frozenset({'malaise', 'mild fever'})",2
0.0475609756097561,"frozenset({'swelled lymph nodes', 'chest pain'})",2
0.0475609756097561,frozenset({'depression'}),1
0.0475609756097561,"frozenset({'swelled lymph nodes', 'phlegm', 'chest pain'})",3
0.0475609756097561,"frozenset({'mild fever', 'yellowing of eyes', 'loss of appetite'})",3
0.0475609756097561,"frozenset({'malaise', 'yellowing of eyes', 'loss of appetite'})",3
0.0475609756097561,frozenset({'red spots over body'}),1
0.0475609756097561,frozenset({'fast heart rate'}),1
0.0475609756097561,frozenset({'muscle weakness'}),1
0.046341463414634146,frozenset({'mood swings'}),1
0.046341463414634146,frozenset({'obesity'}),1
0.046341463414634146,"frozenset({'swelled lymph nodes', 'malaise', 'chest pain'})",3
0.046341463414634146,frozenset({'swelling joints'}),1
0.046341463414634146,"frozenset({'chills', 'loss of appetite'})",2
0.046341463414634146,"frozenset({'malaise', 'itching'})",2
0.046341463414634146,frozenset({'neck pain'}),1
0.046341463414634146,"frozenset({'irritability', 'sweating'})",2
0.046341463414634146,"frozenset({'abnormal menstruation', 'mood swings'})",2
0.046341463414634146,"frozenset({'high fever', 'yellowing of eyes'})",2
0.046341463414634146,"frozenset({'irritability', 'mood swings'})",2
0.046341463414634146,"frozenset({'headache', 'red spots over body'})",2
0.046341463414634146,"frozenset({'malaise', 'red spots over body'})",2
0.046341463414634146,frozenset({'back pain'}),1
0.046341463414634146,"frozenset({'swelled lymph nodes', 'mild fever'})",2
0.046341463414634146,"frozenset({'mild fever', 'vomiting'})",2
0.046341463414634146,"frozenset({'swelled lymph nodes', 'malaise', 'loss of appetite'})",3
0.046341463414634146,"frozenset({'swelled lymph nodes', 'loss of appetite'})",2
0.046341463414634146,"frozenset({'swelled lymph nodes', 'malaise', 'mild fever'})",3
0.046341463414634146,"frozenset({'malaise', 'mild fever', 'loss of appetite'})",3
0.046341463414634146,frozenset({'constipation'}),1
0.046341463414634146,frozenset({'restlessness'}),1
0.046341463414634146,"frozenset({'headache', 'loss of appetite'})",2
0.046341463414634146,"frozenset({'malaise', 'fatigue', 'yellowing of eyes'})",3
0.046341463414634146,frozenset({'painful walking'}),1
0.046341463414634146,"frozenset({'malaise', 'lethargy'})",2
0.046341463414634146,frozenset({'family history'}),1
0.046341463414634146,"frozenset({'abnormal menstruation', 'irritability', 'mood swings'})",3
0.046341463414634146,"frozenset({'yellowing of eyes', 'mild fever', 'vomiting'})",3
0.046341463414634146,"frozenset({'depression', 'irritability'})",2
0.046341463414634146,"frozenset({'high fever', 'yellowing of eyes', 'loss of appetite'})",3
0.046341463414634146,"frozenset({'swelled lymph nodes', 'phlegm', 'malaise'})",3
0.046341463414634146,"frozenset({'muscle pain', 'loss of appetite'})",2
0.046341463414634146,"frozenset({'loss of appetite', 'red spots over body'})",2
0.046341463414634146,frozenset({'stiff neck'}),1
0.045121951219512194,"frozenset({'malaise', 'muscle pain'})",2
0.045121951219512194,"frozenset({'malaise', 'vomiting'})",2
0.045121951219512194,"frozenset({'chills', 'nausea', 'fatigue'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'mild fever', 'loss of appetite'})",3
0.045121951219512194,"frozenset({'malaise', 'skin rash'})",2
0.045121951219512194,"frozenset({'malaise', 'sweating'})",2
0.045121951219512194,"frozenset({'mild fever', 'vomiting', 'loss of appetite'})",3
0.045121951219512194,"frozenset({'skin rash', 'red spots over body'})",2
0.045121951219512194,"frozenset({'malaise', 'vomiting', 'loss of appetite'})",3
0.045121951219512194,"frozenset({'loss of appetite', 'malaise', 'red spots over body'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'chills'})",2
0.045121951219512194,"frozenset({'nausea', 'muscle pain', 'loss of appetite'})",3
0.045121951219512194,frozenset({'stomach pain'}),1
0.045121951219512194,"frozenset({'phlegm', 'sweating'})",2
0.045121951219512194,"frozenset({'loss of appetite', 'skin rash'})",2
0.045121951219512194,"frozenset({'chills', 'malaise', 'loss of appetite'})",3
0.045121951219512194,"frozenset({'joint pain', 'muscle pain'})",2
0.045121951219512194,"frozenset({'diarrhoea', 'fatigue'})",2
0.045121951219512194,"frozenset({'high fever', 'red spots over body'})",2
0.045121951219512194,"frozenset({'nausea', 'headache', 'muscle pain'})",3
0.045121951219512194,"frozenset({'high fever', 'mild fever'})",2
0.045121951219512194,"frozenset({'malaise', 'headache', 'red spots over body'})",3
0.045121951219512194,"frozenset({'loss of appetite', 'headache', 'red spots over body'})",3
0.045121951219512194,"frozenset({'excessive hunger', 'irritability', 'fatigue'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'phlegm', 'fatigue'})",3
0.045121951219512194,"frozenset({'headache', 'skin rash'})",2
0.045121951219512194,"frozenset({'swelled lymph nodes', 'chills', 'chest pain'})",3
0.045121951219512194,frozenset({'continuous sneezing'}),1
0.045121951219512194,"frozenset({'irritability', 'headache'})",2
0.045121951219512194,"frozenset({'malaise', 'mild fever', 'fatigue'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'phlegm', 'cough'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'cough', 'chest pain'})",3
0.045121951219512194,"frozenset({'diarrhoea', 'muscle pain'})",2
0.045121951219512194,"frozenset({'fatigue', 'red spots over body'})",2
0.045121951219512194,"frozenset({'breathlessness', 'malaise', 'chest pain'})",3
0.045121951219512194,"frozenset({'breathlessness', 'phlegm', 'chest pain'})",3
0.045121951219512194,"frozenset({'fatigue', 'muscle pain'})",2
0.045121951219512194,"frozenset({'mild fever', 'fatigue'})",2
0.045121951219512194,"frozenset({'fast heart rate', 'sweating'})",2
0.045121951219512194,"frozenset({'fast heart rate', 'fatigue'})",2
0.045121951219512194,"frozenset({'abnormal menstruation', 'fatigue'})",2
0.045121951219512194,"frozenset({'excessive hunger', 'sweating'})",2
0.045121951219512194,frozenset({'acidity'}),1
0.045121951219512194,"frozenset({'excessive hunger', 'headache'})",2
0.045121951219512194,"frozenset({'blurred and distorted vision', 'irritability'})",2
0.045121951219512194,"frozenset({'malaise', 'headache', 'loss of appetite'})",3
0.045121951219512194,"frozenset({'high fever', 'nausea', 'loss of appetite'})",3
0.045121951219512194,"frozenset({'breathlessness', 'phlegm'})",2
0.045121951219512194,"frozenset({'yellowing of eyes', 'itching'})",2
0.045121951219512194,"frozenset({'phlegm', 'sweating', 'chest pain'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'cough'})",2
0.045121951219512194,"frozenset({'malaise', 'sweating', 'chest pain'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'high fever', 'chest pain'})",3
0.045121951219512194,"frozenset({'excessive hunger', 'irritability', 'sweating'})",3
0.045121951219512194,frozenset({'indigestion'}),1
0.045121951219512194,"frozenset({'swelled lymph nodes', 'high fever', 'phlegm'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'chills', 'phlegm'})",3
0.045121951219512194,"frozenset({'abnormal menstruation', 'irritability', 'fatigue'})",3
0.045121951219512194,"frozenset({'swelled lymph nodes', 'fatigue', 'chest pain'})",3
0.045121951219512194,"frozenset({'malaise', 'high fever', 'mild fever'})",3
0.045121951219512194,"frozenset({'breathlessness', 'malaise'})",2
